correct	gold	prediction
False	<a_31><b_30><c_7>	<a_3><b_17><c_16>
True	<a_12><b_9><c_23>	<a_12><b_9><c_23>
True	<a_15><b_13><c_3><d_3>	<a_15><b_13><c_3><d_3>
False	<a_1><b_21><c_17>	<a_22><b_31><c_8>
True	<a_23><b_21><c_12><d_1>	<a_23><b_21><c_12><d_1>
False	<a_0><b_19><c_9>	<a_31><b_9><c_21>
False	<a_31><b_11><c_29>	<a_1><b_17><c_4><d_1>
False	<a_23><b_0><c_4>	<a_21><b_30><c_27><d_1>
False	<a_4><b_18><c_8>	<a_3><b_26><c_21>
False	<a_13><b_23><c_6>	<a_20><b_22><c_10><d_1>
False	<a_16><b_12><c_26>	<a_21><b_18><c_9>
True	<a_25><b_0><c_22>	<a_25><b_0><c_22>
False	<a_20><b_14><c_19>	<a_9><b_27><c_3><d_2>
False	<a_9><b_26><c_21>	<a_1><b_12><c_6>
True	<a_14><b_29><c_26><d_1>	<a_14><b_29><c_26><d_1>
False	<a_22><b_17><c_12><d_1>	<a_10><b_14><c_28><d_1>
False	<a_8><b_12><c_31>	<a_14><b_15><c_7><d_0>
False	<a_22><b_4><c_17><d_1>	<a_14><b_12><c_27><d_1>
False	<a_21><b_19><c_17><d_0>	<a_14><b_12><c_14><d_1>
False	<a_0><b_19><c_3>	<a_1><b_25><c_3><d_1>
